CustomerID,InvoiceCount,TotalRevenue,FirstPurchase,LastPurchase,CustomerType
12430,1,256.4,2011-10-27 15:09:00,2011-10-27 15:09:00,One-time customer
12431,15,6487.45,2010-12-01 10:03:00,2011-11-04 11:55:00,Repeat customer
12432,5,5059.32,2011-06-20 13:27:00,2011-10-28 11:43:00,Repeat customer
12433,7,13375.87,2010-12-01 13:24:00,2011-12-09 10:02:00,Repeat customer
12434,2,806.14,2011-03-24 13:05:00,2011-09-16 12:38:00,Repeat customer
12435,2,7829.89,2011-03-17 07:40:00,2011-09-21 09:06:00,Repeat customer
12436,1,509.01,2011-09-01 12:09:00,2011-09-01 12:09:00,One-time customer
12437,18,4951.41,2011-01-12 14:13:00,2011-12-08 11:35:00,Repeat customer
12438,2,2906.85,2011-07-22 13:29:00,2011-11-25 13:28:00,Repeat customer
12441,1,173.55,2010-12-08 10:45:00,2010-12-08 10:45:00,One-time customer
12442,1,172.06,2011-12-06 14:22:00,2011-12-06 14:22:00,One-time customer
12444,5,5005.46,2011-06-21 14:00:00,2011-11-18 13:23:00,Repeat customer
12445,1,133.4,2011-11-17 18:43:00,2011-11-17 18:43:00,One-time customer
12446,1,1002.3100000000001,2011-10-13 12:50:00,2011-10-13 12:50:00,One-time customer
12447,1,476.49,2011-04-10 13:25:00,2011-04-10 13:25:00,One-time customer
12448,1,449.45,2011-10-26 13:46:00,2011-10-26 13:46:00,One-time customer
12449,4,4067.29,2011-06-05 15:37:00,2011-11-17 13:46:00,Repeat customer
12450,2,197.88,2011-06-19 14:36:00,2011-07-06 14:41:00,Repeat customer
12451,5,9035.52,2011-01-19 09:05:00,2011-11-29 08:40:00,Repeat customer
12452,2,430.57,2011-11-23 08:05:00,2011-11-23 10:28:00,Repeat customer
12453,1,707.09,2011-07-28 14:08:00,2011-07-28 14:08:00,One-time customer
12454,1,3528.34,2011-10-14 17:13:00,2011-10-14 17:13:00,One-time customer
12455,6,2466.86,2011-02-16 09:56:00,2011-09-27 15:31:00,Repeat customer
12456,3,3181.04,2011-03-30 09:12:00,2011-10-26 14:41:00,Repeat customer
12457,7,2363.23,2011-04-14 18:57:00,2011-10-04 13:13:00,Repeat customer
12458,2,947.4,2011-02-28 10:55:00,2011-09-29 15:25:00,Repeat customer
12461,2,826.88,2011-07-08 10:23:00,2011-09-06 16:57:00,Repeat customer
12462,2,1189.59,2011-02-09 14:44:00,2011-11-21 09:11:00,Repeat customer
12463,4,1344.78,2011-04-12 12:47:00,2011-10-17 13:44:00,Repeat customer
12464,8,1212.05,2011-02-03 13:30:00,2011-11-29 13:33:00,Repeat customer
12465,2,742.1899999999999,2011-06-23 13:37:00,2011-11-22 16:34:00,Repeat customer
12468,2,729.5400000000001,2011-01-27 13:29:00,2011-06-05 11:36:00,Repeat customer
12471,30,19824.05,2010-12-10 09:35:00,2011-12-07 15:43:00,Repeat customer
12472,7,6572.11,2010-12-05 14:19:00,2011-11-07 14:01:00,Repeat customer
12473,5,3938.5499999999997,2011-06-01 10:15:00,2011-11-10 13:46:00,Repeat customer
12474,18,7375.79,2011-01-14 10:06:00,2011-11-22 14:39:00,Repeat customer
12475,1,723.38,2011-10-17 10:10:00,2011-10-17 10:10:00,One-time customer
12476,11,6816.42,2010-12-13 14:39:00,2011-11-24 12:40:00,Repeat customer
12477,6,13219.74,2011-02-11 12:45:00,2011-11-17 09:51:00,Repeat customer
12478,1,680.99,2011-12-06 09:56:00,2011-12-06 09:56:00,One-time customer
12479,1,527.2,2011-11-28 13:26:00,2011-11-28 13:26:00,One-time customer
12480,4,3281.63,2011-01-07 15:27:00,2011-11-11 14:52:00,Repeat customer
12481,10,5596.32,2010-12-09 10:13:00,2011-11-17 08:29:00,Repeat customer
12483,8,2484.98,2011-01-04 14:20:00,2011-11-22 17:02:00,Repeat customer
12484,6,4541.72,2011-01-07 14:04:00,2011-11-07 11:37:00,Repeat customer
12488,3,1298.66,2011-09-25 10:34:00,2011-11-30 08:50:00,Repeat customer
12489,1,334.93,2011-01-07 13:13:00,2011-01-07 13:13:00,One-time customer
12490,10,5417.93,2011-01-14 09:13:00,2011-12-04 16:07:00,Repeat customer
12491,1,460.40000000000003,2011-11-01 12:18:00,2011-11-01 12:18:00,One-time customer
12492,2,263.21000000000004,2011-08-26 14:51:00,2011-10-07 15:15:00,Repeat customer
12493,2,433.74,2011-05-26 14:53:00,2011-06-27 10:17:00,Repeat customer
12494,7,1246.1000000000001,2010-12-09 11:31:00,2011-11-24 09:34:00,Repeat customer
12497,1,1043.1,2011-09-19 12:29:00,2011-09-19 12:29:00,One-time customer
12498,3,403.70000000000005,2011-10-13 09:30:00,2011-11-18 12:53:00,Repeat customer
12500,11,4257.82,2011-01-10 09:48:00,2011-11-16 16:20:00,Repeat customer
12501,1,2169.39,2011-01-07 12:28:00,2011-01-07 12:28:00,One-time customer
12502,5,3723.87,2011-02-03 10:41:00,2011-09-05 11:52:00,Repeat customer
12504,2,482.04999999999995,2011-11-09 14:56:00,2011-11-21 16:02:00,Repeat customer
12506,1,73.5,2011-04-21 08:54:00,2011-04-21 08:54:00,One-time customer
12507,3,1304.81,2011-02-14 09:24:00,2011-07-28 17:09:00,Repeat customer
12508,2,398.27,2011-11-10 16:27:00,2011-11-13 15:37:00,Repeat customer
12509,1,176.5,2011-02-28 14:45:00,2011-02-28 14:45:00,One-time customer
12510,2,982.5699999999999,2011-01-18 14:04:00,2011-07-20 10:15:00,Repeat customer
12512,2,138.03,2011-10-04 14:53:00,2011-10-04 14:55:00,Repeat customer
12513,1,612.29,2011-08-19 10:51:00,2011-08-19 10:51:00,One-time customer
12514,1,1017.68,2011-03-17 16:38:00,2011-03-17 16:38:00,One-time customer
12515,1,383.7,2010-12-21 15:43:00,2010-12-21 15:43:00,One-time customer
12516,2,1312.06,2011-06-12 11:37:00,2011-09-23 09:13:00,Repeat customer
12517,5,2502.84,2011-06-02 15:13:00,2011-11-11 14:04:00,Repeat customer
12518,5,2056.89,2011-08-21 13:18:00,2011-12-09 10:13:00,Repeat customer
12519,1,340.84,2011-10-07 09:26:00,2011-10-07 09:26:00,One-time customer
12520,5,2634.26,2011-03-11 11:35:00,2011-09-21 15:23:00,Repeat customer
12521,1,599.68,2011-07-20 10:51:00,2011-07-20 10:51:00,One-time customer
12522,2,192.72,2011-10-19 14:41:00,2011-10-31 15:30:00,Repeat customer
12523,11,1789.77,2011-01-12 09:43:00,2011-11-20 12:55:00,Repeat customer
12524,8,4485.72,2011-01-10 10:35:00,2011-11-30 15:31:00,Repeat customer
12526,3,1316.66,2011-09-06 14:19:00,2011-12-09 12:09:00,Repeat customer
12527,3,348.71000000000004,2011-01-18 12:05:00,2011-09-19 11:55:00,Repeat customer
12528,6,1933.48,2011-01-31 09:05:00,2011-11-30 14:40:00,Repeat customer
12530,4,1662.28,2011-01-07 10:04:00,2011-10-11 12:34:00,Repeat customer
12531,1,125.22,2011-11-25 11:12:00,2011-11-25 11:12:00,One-time customer
12532,1,349.83000000000004,2011-11-09 13:47:00,2011-11-09 13:47:00,One-time customer
12534,1,1089.18,2011-08-01 10:26:00,2011-08-01 10:26:00,One-time customer
12535,2,716.35,2011-06-06 12:47:00,2011-09-09 08:48:00,Repeat customer
12536,3,12601.830000000002,2011-10-11 14:52:00,2011-10-27 14:20:00,Repeat customer
12538,1,363.95,2011-11-10 17:16:00,2011-11-10 17:16:00,One-time customer
12539,4,5568.35,2011-01-10 09:11:00,2011-11-17 13:30:00,Repeat customer
12540,17,13400.24,2010-12-13 09:39:00,2011-11-20 11:31:00,Repeat customer
12541,3,981.18,2011-03-04 09:32:00,2011-11-10 10:40:00,Repeat customer
12544,1,372.7,2011-11-03 16:15:00,2011-11-03 16:15:00,One-time customer
12545,2,1000.39,2011-03-25 12:04:00,2011-09-25 13:39:00,Repeat customer
12546,2,1161.5,2011-09-23 09:44:00,2011-10-24 12:09:00,Repeat customer
12547,2,207.79999999999998,2011-03-04 12:46:00,2011-05-26 12:38:00,Repeat customer
12548,1,95.19999999999999,2011-06-26 15:35:00,2011-06-26 15:35:00,One-time customer
12550,1,964.83,2011-09-21 14:35:00,2011-09-21 14:35:00,One-time customer
12551,1,168.0,2010-12-17 11:23:00,2010-12-17 11:23:00,One-time customer
12552,2,437.82,2011-10-31 12:11:00,2011-11-01 10:02:00,Repeat customer
12553,10,3692.28,2011-01-14 10:42:00,2011-12-01 16:38:00,Repeat customer
12556,2,603.71,2011-07-11 13:35:00,2011-10-20 13:06:00,Repeat customer
12557,5,11990.960000000001,2010-12-03 12:20:00,2011-11-23 16:59:00,Repeat customer
12558,1,269.96,2011-12-02 10:41:00,2011-12-02 10:41:00,One-time customer
12559,2,561.71,2011-01-24 10:12:00,2011-02-02 09:49:00,Repeat customer
12560,3,2134.01,2011-07-19 15:55:00,2011-12-04 13:54:00,Repeat customer
12561,1,238.85,2011-02-10 11:39:00,2011-02-10 11:39:00,One-time customer
12562,7,3781.7400000000002,2011-05-25 12:44:00,2011-12-01 17:20:00,Repeat customer
12564,1,456.9,2011-03-23 14:55:00,2011-03-23 14:55:00,One-time customer
12565,1,145.92,2011-02-24 10:34:00,2011-02-24 10:34:00,One-time customer
12566,1,351.65,2011-09-14 14:30:00,2011-09-14 14:30:00,One-time customer
12567,10,9401.28,2010-12-05 11:57:00,2011-11-17 11:02:00,Repeat customer
12569,32,4124.69,2011-04-01 13:47:00,2011-12-07 16:24:00,Repeat customer
12571,2,519.61,2011-08-10 12:35:00,2011-10-31 10:19:00,Repeat customer
12572,2,1020.42,2011-10-19 08:20:00,2011-12-01 09:20:00,Repeat customer
12573,1,160.54000000000002,2011-04-26 15:52:00,2011-04-26 15:52:00,One-time customer
12574,1,218.45,2011-01-28 09:20:00,2011-01-28 09:20:00,One-time customer
12576,5,1315.83,2011-02-08 11:31:00,2011-11-04 10:11:00,Repeat customer
12577,3,657.8,2010-12-15 16:21:00,2011-11-04 13:24:00,Repeat customer
12578,2,2794.51,2011-01-13 15:34:00,2011-11-18 13:30:00,Repeat customer
12579,1,440.42,2011-09-22 17:15:00,2011-09-22 17:15:00,One-time customer
12580,1,415.7,2011-04-07 10:24:00,2011-04-07 10:24:00,One-time customer
12581,1,197.71,2011-10-31 08:56:00,2011-10-31 08:56:00,One-time customer
12582,2,511.36,2011-02-24 11:42:00,2011-04-15 08:45:00,Repeat customer
12583,15,7281.38,2010-12-01 08:45:00,2011-12-07 08:07:00,Repeat customer
12584,9,2338.15,2011-03-04 15:15:00,2011-12-06 09:35:00,Repeat customer
12585,2,2040.1,2010-12-23 12:58:00,2011-04-19 13:39:00,Repeat customer
12586,1,196.94000000000003,2011-11-22 16:24:00,2011-11-22 16:24:00,One-time customer
12587,1,144.0,2011-12-02 12:47:00,2011-12-02 12:47:00,One-time customer
12588,1,214.89999999999998,2011-10-31 15:01:00,2011-10-31 15:01:00,One-time customer
12589,2,646.68,2011-07-18 12:05:00,2011-11-11 10:19:00,Repeat customer
12590,2,9864.26,2011-05-12 14:46:00,2011-05-12 14:52:00,Repeat customer
12591,1,452.84999999999997,2011-01-26 14:35:00,2011-01-26 14:35:00,One-time customer
12592,2,437.6,2011-05-10 13:44:00,2011-09-08 15:04:00,Repeat customer
12593,3,418.09999999999997,2011-05-05 09:29:00,2011-08-23 12:43:00,Repeat customer
12594,10,3338.2200000000003,2011-01-21 09:52:00,2011-11-02 12:20:00,Repeat customer
12596,2,618.27,2011-04-11 13:22:00,2011-10-19 13:02:00,Repeat customer
12597,4,3811.22,2011-03-16 14:00:00,2011-11-20 13:33:00,Repeat customer
12598,8,3023.08,2011-02-28 11:58:00,2011-11-30 12:18:00,Repeat customer
12599,7,1032.58,2011-02-08 13:28:00,2011-11-10 13:34:00,Repeat customer
12600,10,2599.04,2010-12-03 12:57:00,2011-11-11 10:29:00,Repeat customer
12601,5,577.0600000000001,2011-01-11 10:38:00,2011-06-03 10:17:00,Repeat customer
12602,1,153.12,2011-10-12 11:22:00,2011-10-12 11:22:00,One-time customer
12603,1,739.1999999999999,2011-11-18 10:42:00,2011-11-18 10:42:00,One-time customer
12604,2,254.18,2011-03-23 12:06:00,2011-09-21 14:08:00,Repeat customer
12607,1,1579.51,2011-10-10 16:06:00,2011-10-10 16:06:00,One-time customer
12609,3,1126.85,2011-01-25 15:13:00,2011-09-22 16:34:00,Repeat customer
12610,5,2099.54,2011-08-05 13:52:00,2011-11-17 09:34:00,Repeat customer
12611,1,1193.32,2011-10-18 13:12:00,2011-10-18 13:12:00,One-time customer
12612,1,704.0400000000001,2011-09-26 15:35:00,2011-09-26 15:35:00,One-time customer
12613,5,3344.38,2011-03-22 15:42:00,2011-10-13 14:59:00,Repeat customer
12614,1,315.6,2011-03-07 10:22:00,2011-03-07 10:22:00,One-time customer
12615,4,2291.19,2011-06-24 13:35:00,2011-12-07 15:02:00,Repeat customer
12616,2,713.3,2011-02-15 14:17:00,2011-09-05 15:17:00,Repeat customer
12617,1,355.53,2011-11-10 14:39:00,2011-11-10 14:39:00,One-time customer
12618,1,177.31,2011-11-18 11:10:00,2011-11-18 11:10:00,One-time customer
12619,9,3641.24,2011-03-31 13:10:00,2011-11-23 14:52:00,Repeat customer
12620,3,1339.41,2011-05-19 12:10:00,2011-11-25 10:20:00,Repeat customer
12621,20,13689.67,2010-12-09 10:16:00,2011-12-08 11:25:00,Repeat customer
12622,1,180.1,2011-04-21 16:39:00,2011-04-21 16:39:00,One-time customer
12623,1,305.1,2011-03-08 13:50:00,2011-03-08 13:50:00,One-time customer
12624,2,641.13,2011-06-15 12:34:00,2011-08-25 15:04:00,Repeat customer
12625,2,2683.82,2011-01-24 13:27:00,2011-05-12 09:54:00,Repeat customer
12626,9,6620.48,2011-01-17 11:01:00,2011-11-16 16:06:00,Repeat customer
12627,7,4478.53,2011-07-22 13:59:00,2011-11-29 12:07:00,Repeat customer
12628,3,786.46,2011-10-06 09:28:00,2011-12-05 13:15:00,Repeat customer
12630,2,1270.88,2011-10-27 10:41:00,2011-11-30 10:48:00,Repeat customer
12631,1,640.5,2011-10-13 13:53:00,2011-10-13 13:53:00,One-time customer
12633,4,2163.98,2011-02-25 08:44:00,2011-10-12 11:40:00,Repeat customer
12635,2,1689.18,2011-07-08 08:43:00,2011-09-11 11:04:00,Repeat customer
12637,8,6021.9,2011-01-20 10:47:00,2011-10-03 13:46:00,Repeat customer
12638,1,671.69,2011-11-06 13:11:00,2011-11-06 13:11:00,One-time customer
12639,1,486.1,2011-04-15 12:48:00,2011-04-15 12:48:00,One-time customer
12640,3,1174.58,2011-09-19 12:01:00,2011-11-16 11:52:00,Repeat customer
12641,1,185.9,2011-08-16 13:26:00,2011-08-16 13:26:00,One-time customer
12642,3,1013.26,2011-08-24 09:23:00,2011-11-14 15:03:00,Repeat customer
12643,6,3344.64,2011-01-11 11:48:00,2011-08-03 12:56:00,Repeat customer
12644,1,477.91,2011-08-02 10:33:00,2011-08-02 10:33:00,One-time customer
12645,4,1775.18,2011-01-27 13:08:00,2011-11-06 12:38:00,Repeat customer
12646,2,1346.97,2011-10-21 12:52:00,2011-12-05 10:14:00,Repeat customer
12647,12,3722.82,2010-12-05 14:02:00,2011-11-17 12:56:00,Repeat customer
12648,1,318.05,2011-07-08 11:55:00,2011-07-08 11:55:00,One-time customer
12649,3,623.51,2011-05-11 14:37:00,2011-08-24 14:41:00,Repeat customer
12650,1,314.44,2011-12-06 16:34:00,2011-12-06 16:34:00,One-time customer
12651,1,114.0,2011-01-09 12:46:00,2011-01-09 12:46:00,One-time customer
12652,1,919.98,2011-01-12 15:00:00,2011-01-12 15:00:00,One-time customer
12653,2,2209.85,2011-02-16 10:53:00,2011-07-14 10:41:00,Repeat customer
12654,5,601.98,2011-02-17 13:16:00,2011-11-29 10:10:00,Repeat customer
12656,5,4051.17,2011-04-20 09:20:00,2011-11-22 13:42:00,Repeat customer
12657,4,1643.18,2011-09-22 11:40:00,2011-11-28 15:47:00,Repeat customer
12658,1,686.05,2011-11-21 10:22:00,2011-11-21 10:22:00,One-time customer
12659,1,91.68,2011-11-10 11:53:00,2011-11-10 11:53:00,One-time customer
12660,1,245.1,2011-11-28 13:26:00,2011-11-28 13:26:00,One-time customer
12662,11,3849.78,2010-12-01 13:04:00,2011-12-09 11:59:00,Repeat customer
12664,9,4881.88,2011-01-21 11:42:00,2011-12-01 17:07:00,Repeat customer
12665,1,63.0,2011-01-19 08:34:00,2011-01-19 08:34:00,One-time customer
12667,1,620.13,2011-10-12 17:00:00,2011-10-12 17:00:00,One-time customer
12668,4,3807.15,2010-12-19 12:46:00,2011-11-28 10:56:00,Repeat customer
12669,3,2744.0299999999997,2011-03-28 10:15:00,2011-07-12 09:54:00,Repeat customer
12670,5,2996.05,2011-04-21 10:16:00,2011-11-29 15:23:00,Repeat customer
12672,1,225.89999999999998,2011-01-14 09:20:00,2011-01-14 09:20:00,One-time customer
12673,2,610.52,2011-01-17 11:46:00,2011-12-04 13:55:00,Repeat customer
12674,4,1970.6,2011-05-16 09:10:00,2011-11-01 12:12:00,Repeat customer
12676,6,1331.39,2011-02-01 15:41:00,2011-11-15 12:25:00,Repeat customer
12678,12,17628.46,2010-12-21 11:00:00,2011-10-28 13:04:00,Repeat customer
12679,4,1113.02,2011-03-01 12:26:00,2011-10-12 12:30:00,Repeat customer
12680,4,862.81,2011-08-18 15:44:00,2011-12-09 12:50:00,Repeat customer
12681,22,13787.54,2010-12-07 10:08:00,2011-11-25 11:33:00,Repeat customer
12682,31,12288.22,2010-12-03 13:59:00,2011-12-06 10:00:00,Repeat customer
12683,15,8476.57,2010-12-09 10:37:00,2011-12-05 16:31:00,Repeat customer
12684,7,2283.63,2011-05-10 12:55:00,2011-12-02 09:53:00,Repeat customer
12685,6,2863.08,2011-09-07 10:28:00,2011-11-11 13:46:00,Repeat customer
12686,1,89.14,2010-12-03 09:51:00,2010-12-03 09:51:00,One-time customer
12688,1,4873.8099999999995,2011-08-18 08:49:00,2011-08-18 08:49:00,One-time customer
12689,2,1247.61,2011-08-04 10:04:00,2011-11-14 08:31:00,Repeat customer
12690,1,389.01,2011-05-18 09:09:00,2011-05-18 09:09:00,One-time customer
12691,6,1035.8,2010-12-17 14:46:00,2011-11-11 16:49:00,Repeat customer
12693,4,855.91,2011-01-24 12:58:00,2011-08-04 17:51:00,Repeat customer
12694,2,869.67,2011-06-09 17:48:00,2011-09-30 13:06:00,Repeat customer
12695,4,582.1,2011-05-13 13:15:00,2011-12-02 13:22:00,Repeat customer
12697,3,957.59,2011-06-23 15:44:00,2011-11-11 08:47:00,Repeat customer
12700,4,4939.99,2011-05-08 16:10:00,2011-12-02 10:47:00,Repeat customer
12701,2,797.71,2011-04-11 13:02:00,2011-09-21 10:47:00,Repeat customer
12702,1,219.0,2011-11-20 10:36:00,2011-11-20 10:36:00,One-time customer
12703,1,283.55,2011-09-29 17:52:00,2011-09-29 17:52:00,One-time customer
12704,8,2340.84,2011-06-23 10:20:00,2011-12-02 13:15:00,Repeat customer
12705,9,6868.29,2010-12-17 15:58:00,2011-11-24 13:17:00,Repeat customer
12707,1,603.42,2011-02-21 08:38:00,2011-02-21 08:38:00,One-time customer
12708,10,2712.91,2010-12-06 10:43:00,2011-11-10 09:52:00,Repeat customer
12709,15,9736.52,2010-12-08 09:49:00,2011-11-24 15:38:00,Repeat customer
12710,3,1149.02,2011-05-22 14:05:00,2011-09-04 12:00:00,Repeat customer
12712,13,4396.13,2010-12-03 14:30:00,2011-11-11 08:19:00,Repeat customer
12713,1,848.55,2011-12-09 12:16:00,2011-12-09 12:16:00,One-time customer
12714,5,4708.86,2011-02-18 10:53:00,2011-11-30 15:43:00,Repeat customer
12715,1,353.86,2011-08-25 15:22:00,2011-08-25 15:22:00,One-time customer
12716,2,1053.49,2011-07-29 13:28:00,2011-12-06 08:55:00,Repeat customer
12717,2,1030.98,2011-04-08 10:32:00,2011-07-11 14:47:00,Repeat customer
12718,1,238.25,2011-09-29 16:38:00,2011-09-29 16:38:00,One-time customer
12719,2,644.95,2011-10-05 14:50:00,2011-12-04 13:45:00,Repeat customer
12720,25,5781.73,2010-12-05 15:21:00,2011-12-07 08:03:00,Repeat customer
12721,6,2656.13,2010-12-20 11:38:00,2011-11-08 12:13:00,Repeat customer
12722,4,997.63,2011-07-12 11:55:00,2011-09-15 14:50:00,Repeat customer
12723,5,725.07,2011-10-05 15:52:00,2011-12-06 10:19:00,Repeat customer
12724,4,1031.41,2011-01-11 15:00:00,2011-12-04 16:02:00,Repeat customer
12725,1,427.8,2010-12-03 15:45:00,2010-12-03 15:45:00,One-time customer
12726,7,2609.1,2010-12-17 12:56:00,2011-11-11 13:35:00,Repeat customer
12727,7,3980.7,2011-01-23 15:17:00,2011-11-29 11:46:00,Repeat customer
12728,4,836.33,2011-01-11 13:31:00,2011-09-29 15:31:00,Repeat customer
12729,1,453.01,2011-08-18 11:40:00,2011-08-18 11:40:00,One-time customer
12731,12,18895.91,2010-12-10 10:56:00,2011-11-16 11:59:00,Repeat customer
12732,1,236.26000000000002,2011-06-13 11:33:00,2011-06-13 11:33:00,One-time customer
12733,1,383.95,2011-04-19 16:19:00,2011-04-19 16:19:00,One-time customer
12734,1,110.39999999999999,2010-12-22 12:47:00,2010-12-22 12:47:00,One-time customer
12735,2,779.5699999999999,2011-01-06 14:26:00,2011-01-28 13:37:00,Repeat customer
12736,1,234.0,2011-01-11 07:57:00,2011-01-11 07:57:00,One-time customer
12738,1,155.35,2010-12-02 18:27:00,2010-12-02 18:27:00,One-time customer
12739,2,1013.04,2011-09-01 17:45:00,2011-09-22 13:00:00,Repeat customer
12740,1,427.6,2011-10-07 10:44:00,2011-10-07 10:44:00,One-time customer
12743,2,546.43,2011-07-28 16:06:00,2011-07-28 16:21:00,Repeat customer
12744,7,21279.29,2011-01-25 13:26:00,2011-10-19 11:18:00,Repeat customer
12747,11,4196.01,2010-12-05 15:38:00,2011-12-07 14:34:00,Repeat customer
